step,customer,age,gender,merchant,category,amount,fraud
80,76,3,2,4,4,214.56,1
80,401,4,2,1,1,333.19,1
80,789,3,1,1,1,140.33,1
80,874,3,2,19,9,3381.93,1
80,170,2,1,19,9,3921.12,1
80,207,5,2,5,4,17.02,1
80,200,2,2,5,4,121.05,1
80,76,3,2,7,5,317.76,1
80,200,2,2,7,5,418.37,1
80,439,4,1,20,11,288.48,1
80,694,2,2,20,11,94.59,1
80,480,2,2,4,4,491.52,1
80,615,2,1,4,4,62.58,1
80,34,4,1,4,4,28.19,1
80,185,3,1,4,4,932.76,1
80,345,2,2,9,6,126.64,1
80,760,2,1,9,6,267.81,1
80,571,2,2,16,8,395.76,1
80,207,5,2,16,8,158.07,1
80,435,5,2,1,1,494.31,1
80,46,4,2,1,1,668.83,1
80,260,4,2,6,3,238.3,1
80,290,4,1,6,3,126.61,1
80,823,3,2,6,3,374.34,1
80,403,2,2,6,3,500.92,1
80,439,4,1,4,4,597.8,1
80,423,3,1,4,4,159.07,1
80,875,2,2,4,4,109.75,1
80,207,5,2,4,4,871.94,1
80,876,5,1,7,5,606.74,1
80,618,4,2,7,5,1.17,1
80,877,3,2,1,1,143.13,1
80,803,2,2,1,1,221.15,1
80,26,4,1,4,4,885.08,1
80,414,2,2,4,4,248.37,1
80,444,4,2,4,4,641.54,1
80,791,2,1,4,4,313.92,1
80,505,4,1,4,4,609.32,1
80,581,4,1,4,4,87.49,1
81,878,2,2,1,1,373.57,1
81,105,2,2,1,1,934.93,1
81,802,4,1,10,7,345.43,1
81,879,5,1,10,7,370.58,1
81,321,1,1,4,4,265.01,1
81,27,1,2,4,4,660.76,1
81,880,6,1,4,4,241.29,1
81,253,4,2,4,4,354.21,1
81,881,2,1,4,4,156.57,1
81,882,4,2,4,4,251.05,1
81,140,1,2,9,6,440.35,1
81,414,2,2,9,6,619.71,1
81,493,3,2,1,1,306.48,1
81,688,3,1,1,1,772.61,1
81,715,4,1,4,4,260.04,1
81,64,3,2,4,4,151.21,1
81,883,3,1,4,4,676.56,1
81,427,2,2,4,4,726.36,1
81,229,1,2,4,4,72.93,1
81,884,3,1,4,4,482.6,1
81,474,2,2,24,2,530.09,1
81,828,4,1,24,2,313.18,1
81,207,5,2,1,1,73.5,1
81,7,2,2,1,1,57.7,1
81,229,1,2,15,4,311.53,1
81,207,5,2,15,4,466.75,1
81,36,3,2,1,1,794.91,1
81,885,3,1,1,1,616.63,1
81,886,5,1,4,4,551.13,1
81,516,2,2,4,4,50.08,1
81,809,6,1,9,6,113.16,1
81,887,4,1,9,6,805.52,1
81,888,2,1,3,3,376.08,1
81,196,4,1,3,3,190.43,1
81,7,2,2,1,1,712.89,1
81,199,2,2,1,1,678.51,1
81,7,2,2,1,1,614.19,1
81,889,2,2,1,1,77.66,1
81,427,2,2,1,1,168.06,1
81,569,2,1,1,1,429.79,1
82,656,2,2,4,4,51.22,1
82,141,1,1,4,4,71.66,1
82,890,4,1,11,8,103.58,1
82,891,4,1,11,8,272.31,1
82,427,2,2,1,1,96.05,1
82,229,1,2,1,1,27.9,1
82,197,3,1,4,4,271.95,1
82,207,5,2,4,4,565.58,1
82,653,2,1,3,3,227.12,1
82,439,4,1,3,3,196,1
82,892,3,1,4,4,491.43,1
82,207,5,2,4,4,141.28,1
82,893,3,1,19,9,1442.14,1
82,894,5,1,19,9,1860.34,1
82,610,4,1,4,4,219.28,1
82,632,2,2,4,4,296.61,1
82,547,2,2,1,1,622.12,1
82,249,5,2,1,1,780.65,1
82,272,2,2,4,4,468.54,1
82,171,5,2,4,4,504.39,1
82,597,2,2,19,9,2623.01,1
82,895,4,1,19,9,1927.71,1
82,228,4,2,21,12,31.47,1
82,784,2,2,21,12,387.81,1
82,332,2,1,11,8,162.84,1
82,852,3,2,11,8,444.56,1
82,414,2,2,27,2,479,1
82,823,3,2,27,2,96.38,1
82,896,1,2,1,1,89.66,1
82,2,3,1,1,1,486.96,1
82,332,2,1,1,1,307.79,1
82,708,2,1,1,1,333.22,1
82,897,1,1,16,8,310.62,1
82,898,2,2,16,8,382.86,1
82,899,2,1,22,1,176.33,1
82,191,3,2,22,1,499.45,1
82,789,3,1,9,6,382.44,1
82,688,3,1,9,6,86.35,1
82,439,4,1,4,4,361.76,1
82,753,4,1,4,4,33.11,1
83,900,1,2,4,4,170.84,1
83,427,2,2,4,4,576.5,1
83,627,1,2,7,5,224.53,1
83,332,2,1,7,5,458.64,1
83,444,4,2,8,3,146.18,1
83,205,4,2,8,3,101.05,1
83,787,6,1,4,4,207.81,1
83,205,4,2,4,4,178.83,1
83,414,2,2,1,1,159.83,1
83,39,3,2,1,1,263.72,1
83,199,2,2,4,4,43.13,1
83,8,5,2,4,4,424.47,1
83,149,2,1,9,6,69.11,1
83,688,3,1,9,6,296.03,1
83,7,2,2,1,1,301.7,1
83,199,2,2,1,1,253.45,1
83,487,3,2,4,4,7.93,1
83,462,2,2,4,4,90.39,1
83,433,1,1,4,4,1038.25,1
83,511,2,2,4,4,782.4,1
83,372,2,2,1,1,369.61,1
83,760,2,1,1,1,420.5,1
83,901,2,1,1,1,76.8,1
83,434,3,2,1,1,108.22,1
83,902,5,2,4,4,420.73,1
83,255,4,2,4,4,195.88,1
83,111,3,1,11,8,291.62,1
83,161,3,2,11,8,270.88,1
83,753,4,1,4,4,174.14,1
83,229,1,2,4,4,240.98,1
83,299,4,2,4,4,909.61,1
83,779,2,2,4,4,131.76,1
83,330,5,2,20,11,508.03,1
83,218,2,1,20,11,213.38,1
83,880,6,1,4,4,125.72,1
83,322,4,2,4,4,130.23,1
83,719,1,1,1,1,3.63,1
83,583,3,1,1,1,415.92,1
83,34,4,1,1,1,447.92,1
83,103,3,2,1,1,88.37,1
84,903,4,1,1,1,522.73,1
84,597,2,2,1,1,390.48,1
84,888,2,1,19,9,4959.51,1
84,700,2,1,19,9,1108.23,1
84,295,2,2,6,3,480.32,1
84,261,2,2,6,3,580.19,1
84,394,2,2,4,4,424.68,1
84,97,2,1,4,4,496.95,1
84,904,3,2,3,3,0.1,1
84,679,0,2,3,3,121.45,1
84,414,2,2,4,4,22.72,1
84,45,2,2,4,4,278.79,1
84,576,2,1,1,1,353.62,1
84,905,3,1,1,1,466.29,1
84,555,5,1,6,3,350.48,1
84,538,5,2,6,3,134.23,1
84,803,2,2,21,12,231.39,1
84,130,2,1,21,12,68.59,1
84,730,2,1,1,1,183.33,1
84,367,3,1,1,1,245.38,1
84,19,6,2,4,4,344.67,1
84,199,2,2,4,4,296.77,1
84,76,3,2,1,1,214.77,1
84,306,3,2,1,1,606.46,1
84,401,4,2,21,12,80.63,1
84,906,3,1,21,12,243.86,1
84,907,4,1,4,4,64.21,1
84,34,4,1,4,4,224.49,1
84,4,3,1,1,1,186.97,1
84,803,2,2,1,1,271.84,1
84,597,2,2,4,4,751.91,1
84,673,2,2,4,4,42.86,1
84,908,5,2,16,8,291.32,1
84,439,4,1,16,8,324.95,1
84,909,2,2,27,2,594.71,1
84,880,6,1,27,2,194.42,1
84,161,3,2,1,1,77.61,1
84,318,4,1,1,1,310.47,1
84,439,4,1,5,4,322.07,1
84,729,6,2,5,4,306.1,1
85,910,2,2,7,5,310.04,1
85,848,3,2,7,5,152.31,1
85,229,1,2,4,4,222.37,1
85,547,2,2,4,4,117.09,1
85,891,4,1,6,3,212.61,1
85,414,2,2,6,3,73.47,1
85,64,3,2,5,4,308.62,1
85,414,2,2,5,4,193.29,1
85,316,2,2,1,1,640.77,1
85,114,3,1,1,1,428.14,1
85,419,2,2,20,11,150.88,1
85,911,2,1,20,11,284.25,1
85,912,4,2,5,4,259.92,1
85,394,2,2,5,4,643.68,1
85,913,3,2,15,4,280.34,1
85,528,3,2,15,4,383.64,1
85,309,2,2,12,4,324.08,1
85,439,4,1,12,4,584.25,1
85,11,1,2,1,1,644.29,1
85,881,2,1,1,1,492.56,1
85,914,3,1,4,4,201.07,1
85,597,2,2,4,4,523.49,1
85,439,4,1,4,4,307.14,1
85,688,3,1,4,4,781.85,1
85,252,3,1,1,1,644.2,1
85,791,2,1,1,1,1006.88,1
85,62,6,1,21,12,281.67,1
85,248,2,1,21,12,167.53,1
85,345,2,2,19,9,1332.17,1
85,241,1,2,19,9,1782.46,1
85,122,2,1,1,1,632.89,1
85,791,2,1,1,1,1011.37,1
85,230,3,1,1,1,23.44,1
85,183,2,2,1,1,799.94,1
85,660,4,2,4,4,609.61,1
85,394,2,2,4,4,417.57,1
85,603,2,1,4,4,174.62,1
85,229,1,2,4,4,191.21,1
85,7,2,2,11,8,171.1,1
85,69,3,1,11,8,180.24,1
86,915,2,1,4,4,264.46,1
86,916,2,2,4,4,713.89,1
86,205,4,2,27,2,719.33,1
86,42,2,2,27,2,492.25,1
86,708,2,1,7,5,814.88,1
86,207,5,2,7,5,437.99,1
86,597,2,2,1,1,323.47,1
86,597,2,2,1,1,320.85,1
86,207,5,2,13,5,1134.03,1
86,207,5,2,13,5,328.99,1
86,484,3,1,11,8,353.13,1
86,480,2,2,11,8,295.65,1
86,394,2,2,24,2,175.13,1
86,199,2,2,24,2,263.16,1
86,312,4,2,4,4,347.5,1
86,917,4,1,4,4,350.71,1
86,632,2,2,4,4,409.15,1
86,608,3,1,4,4,379.06,1
86,918,3,2,1,1,619.32,1
86,919,1,2,1,1,163.24,1
86,688,3,1,4,4,444.84,1
86,920,3,1,4,4,77.41,1
86,332,2,1,4,4,548.84,1
86,662,2,1,4,4,410.79,1
86,398,5,2,1,1,158.69,1
86,207,5,2,1,1,643.4,1
86,332,2,1,19,9,2796.75,1
86,921,2,2,19,9,1876.33,1
86,332,2,1,20,11,539.48,1
86,48,2,2,20,11,548.96,1
86,200,2,2,8,3,155.04,1
86,409,4,2,8,3,255.78,1
86,922,2,2,4,4,238.51,1
86,923,2,2,4,4,947.72,1
86,452,5,1,24,2,1000.67,1
86,264,6,2,24,2,268.3,1
86,658,4,1,11,8,313.26,1
86,905,3,1,11,8,346.1,1
86,658,4,1,19,9,714.97,1
86,199,2,2,19,9,2661.6,1
87,159,1,2,1,1,12.63,1
87,791,2,1,1,1,500.71,1
87,453,2,1,1,1,123.88,1
87,19,6,2,1,1,398.66,1
87,367,3,1,1,1,54.87,1
87,924,3,1,1,1,486.66,1
87,207,5,2,5,4,269.52,1
87,377,3,1,5,4,391.43,1
87,925,5,2,4,4,386.67,1
87,926,5,2,4,4,270.03,1
87,401,4,2,7,5,883.98,1
87,508,4,1,7,5,52.11,1
87,675,4,1,4,4,505.32,1
87,927,2,1,4,4,533.68,1
87,928,1,1,1,1,404.68,1
87,184,3,2,1,1,290.32,1
87,427,2,2,4,4,356.26,1
87,373,1,2,4,4,110.91,1
87,929,5,2,15,4,71.29,1
87,427,2,2,15,4,208.63,1
87,930,2,1,4,4,287.98,1
87,688,3,1,4,4,129.54,1
87,440,1,2,21,12,413.86,1
87,219,5,2,21,12,216.05,1
87,508,4,1,27,2,39.86,1
87,199,2,2,27,2,30.39,1
87,931,2,2,15,4,303.15,1
87,932,5,2,15,4,758.73,1
87,933,1,1,1,1,129.21,1
87,934,1,1,1,1,496.51,1
87,199,2,2,4,4,605.81,1
87,345,2,2,4,4,292.82,1
87,253,4,2,18,10,85.46,1
87,935,4,2,18,10,384.62,1
87,842,1,2,4,4,32.49,1
87,213,2,2,4,4,64.72,1
87,597,2,2,16,8,223.69,1
87,78,4,2,16,8,416.75,1
87,684,2,2,15,4,321.44,1
87,306,3,2,15,4,168.04,1
88,213,2,2,9,6,296.4,1
88,926,5,2,9,6,481.62,1
88,8,5,2,22,1,239.37,1
88,7,2,2,22,1,810.92,1
88,207,5,2,4,4,608.08,1
88,936,4,2,4,4,40.83,1
88,592,2,1,11,8,314.73,1
88,332,2,1,11,8,318.03,1
88,827,2,2,12,4,748.06,1
88,937,3,2,12,4,556.08,1
88,823,3,2,13,5,307.24,1
88,938,2,1,13,5,715.62,1
88,791,2,1,4,4,596.22,1
88,939,2,2,4,4,164.91,1
88,433,1,1,9,6,241.39,1
88,852,3,2,9,6,60.54,1
88,38,3,1,1,1,464.91,1
88,76,3,2,1,1,156.51,1
88,940,2,2,3,3,338.14,1
88,253,4,2,3,3,428.17,1
88,653,2,1,4,4,205.15,1
88,941,3,1,4,4,525.64,1
88,457,1,2,1,1,521.96,1
88,734,3,2,1,1,396.11,1
88,942,3,1,1,1,339.71,1
88,401,4,2,1,1,309.61,1
88,943,3,2,21,12,227.35,1
88,823,3,2,21,12,241.23,1
88,330,5,2,1,1,595.09,1
88,266,5,1,1,1,529.84,1
88,944,1,2,1,1,282.08,1
88,530,3,2,1,1,599.72,1
88,372,2,2,4,4,373.58,1
88,839,3,1,4,4,281.17,1
88,5,4,2,1,1,128.91,1
88,408,3,2,1,1,377.89,1
88,847,1,2,4,4,567.35,1
88,847,1,2,4,4,507.12,1
88,945,5,2,14,9,1667.95,1
88,946,3,1,14,9,4746.4,1
89,310,4,2,20,11,248.65,1
89,947,3,2,20,11,714.01,1
89,828,4,1,9,6,211.1,1
89,34,4,1,9,6,135.6,1
89,597,2,2,1,1,591.08,1
89,813,3,2,1,1,45.23,1
89,199,2,2,19,9,4091.43,1
89,728,5,1,19,9,3843.72,1
89,808,3,2,4,4,745.53,1
89,791,2,1,4,4,649.4,1
89,948,1,2,24,2,149.03,1
89,428,4,1,24,2,296.45,1
89,849,6,1,3,3,371.37,1
89,82,4,1,3,3,360.88,1
89,401,4,2,4,4,61.58,1
89,694,2,2,4,4,136.32,1
89,552,3,1,19,9,719.93,1
89,448,3,1,19,9,825.13,1
89,282,2,2,1,1,223.12,1
89,631,4,1,1,1,612.64,1
89,764,3,1,1,1,386.76,1
89,597,2,2,1,1,507.28,1
89,65,1,1,1,1,50.91,1
89,372,2,2,1,1,530.16,1
89,949,3,1,10,7,124.52,1
89,325,2,2,10,7,521.97,1
89,433,1,1,11,8,302.26,1
89,19,6,2,11,8,404.22,1
89,842,1,2,4,4,583.79,1
89,563,5,2,4,4,951.25,1
89,950,4,1,13,5,729.11,1
89,548,4,2,13,5,441.56,1
89,951,2,2,7,5,148.68,1
89,952,5,1,7,5,357.71,1
89,394,2,2,11,8,226,1
89,324,2,1,11,8,284.08,1
89,161,3,2,1,1,270.11,1
89,207,5,2,1,1,23.43,1
89,538,5,2,4,4,233.31,1
89,953,5,1,4,4,432.46,1
90,954,3,2,18,10,92.39,1
90,955,2,1,18,10,174.57,1
90,207,5,2,7,5,80.45,1
90,58,2,2,7,5,818.88,1
90,414,2,2,21,12,303.07,1
90,818,4,2,21,12,338.86,1
90,956,2,1,23,9,2304.21,1
90,313,1,2,23,9,3648.51,1
90,538,5,2,1,1,105.86,1
90,439,4,1,1,1,527.09,1
90,211,4,2,4,4,141.84,1
90,211,4,2,4,4,257.62,1
90,684,2,2,19,9,3143.93,1
90,951,2,2,19,9,2225.62,1
90,451,3,2,1,1,669.98,1
90,199,2,2,1,1,473.54,1
90,132,5,1,26,2,318.22,1
90,957,5,2,26,2,153.28,1
90,179,3,1,1,1,1067.64,1
90,571,2,2,1,1,664.89,1
90,747,5,1,4,4,551.91,1
90,842,1,2,4,4,347.52,1
90,199,2,2,4,4,433.55,1
90,324,2,1,4,4,480.89,1
90,529,4,1,6,3,295.24,1
90,842,1,2,6,3,685.16,1
90,410,6,1,20,11,477.86,1
90,177,3,2,20,11,546.62,1
90,282,2,2,3,3,246,1
90,383,3,2,3,3,158.9,1
90,920,3,1,9,6,203.11,1
90,345,2,2,9,6,118.16,1
90,78,4,2,1,1,267.23,1
90,688,3,1,1,1,140.07,1
90,26,4,1,10,7,191.43,1
90,511,2,2,10,7,237.19,1
90,95,4,2,1,1,670.81,1
90,8,5,2,1,1,134.56,1
90,36,3,2,19,9,657.64,1
90,229,1,2,19,9,1974.03,1
91,856,2,2,4,4,203.5,1
91,958,1,1,4,4,190.21,1
91,959,3,1,1,1,388.99,1
91,213,2,2,1,1,108.83,1
91,358,3,2,13,5,822.45,1
91,65,1,1,13,5,314.93,1
91,415,3,2,1,1,270.59,1
91,137,2,2,1,1,150.57,1
91,580,2,1,1,1,423.02,1
91,414,2,2,1,1,586.93,1
91,205,4,2,16,8,413.63,1
91,960,4,2,16,8,228.32,1
91,603,2,1,1,1,243.99,1
91,961,2,2,1,1,208.11,1
91,205,4,2,1,1,555.72,1
91,688,3,1,1,1,643.5,1
91,332,2,1,11,8,321.55,1
91,295,2,2,11,8,352.15,1
91,614,2,1,1,1,17.32,1
91,962,5,2,1,1,367.94,1
91,276,5,1,1,1,77.19,1
91,358,3,2,1,1,185.45,1
91,439,4,1,19,9,1648.69,1
91,963,2,1,19,9,5527.37,1
91,580,2,1,16,8,282.96,1
91,300,4,2,16,8,294.86,1
91,307,2,2,4,4,643.45,1
91,427,2,2,4,4,3.96,1
91,207,5,2,4,4,304.24,1
91,200,2,2,4,4,548.79,1
91,722,4,1,1,1,903.19,1
91,964,3,1,1,1,553.72,1
91,949,3,1,19,9,1914.56,1
91,631,4,1,19,9,1022.6,1
91,199,2,2,1,1,417.29,1
91,401,4,2,1,1,446.07,1
91,852,3,2,1,1,89.42,1
91,203,3,1,1,1,744.56,1
91,29,1,1,1,1,297.92,1
91,25,4,2,1,1,882.58,1
92,454,2,1,4,4,631.94,1
92,427,2,2,4,4,508.92,1
92,679,0,2,1,1,275.05,1
92,965,3,1,1,1,679.44,1
92,394,2,2,1,1,389.82,1
92,98,3,2,1,1,362.17,1
92,414,2,2,1,1,12.15,1
92,597,2,2,1,1,259.5,1
92,885,3,1,17,3,68.65,1
92,966,3,2,17,3,8.13,1
92,967,6,1,4,4,99.68,1
92,394,2,2,4,4,593.22,1
92,229,1,2,19,9,6129.63,1
92,272,2,2,19,9,5516.4,1
92,968,2,1,2,2,395.47,1
92,934,1,1,2,2,311.15,1
92,821,2,2,7,5,649.68,1
92,969,2,2,7,5,865.05,1
92,358,3,2,3,3,391.24,1
92,225,2,2,3,3,367.07,1
92,170,2,1,18,10,11.68,1
92,877,3,2,18,10,68.57,1
92,19,6,2,1,1,187.62,1
92,414,2,2,1,1,597.92,1
92,688,3,1,1,1,265.71,1
92,970,4,2,1,1,376.03,1
92,26,4,1,13,5,1042.91,1
92,414,2,2,13,5,336.78,1
92,813,3,2,6,3,111.42,1
92,971,5,1,6,3,275.63,1
92,109,2,1,7,5,290.6,1
92,462,2,2,7,5,254.95,1
92,253,4,2,3,3,646.15,1
92,26,4,1,3,3,408.44,1
92,597,2,2,4,4,347.04,1
92,764,3,1,4,4,286.55,1
92,490,3,2,1,1,1068.04,1
92,972,2,2,1,1,540.64,1
92,182,3,1,5,4,527.51,1
92,817,3,2,5,4,265.43,1
93,598,2,2,19,9,2875.61,1
93,973,4,2,19,9,1956.45,1
93,34,4,1,3,3,347.24,1
93,448,3,1,3,3,42.14,1
93,608,3,1,1,1,543.95,1
93,974,1,2,1,1,44.33,1
93,975,2,2,1,1,782.54,1
93,955,2,1,1,1,334.28,1
93,490,3,2,8,3,14.26,1
93,764,3,1,8,3,177.8,1
93,945,5,2,1,1,461.41,1
93,427,2,2,1,1,542.83,1
93,64,3,2,4,4,80.37,1
93,414,2,2,4,4,240.88,1
93,614,2,1,5,4,156.57,1
93,823,3,2,5,4,201.02,1
93,26,4,1,13,5,1314.75,1
93,976,2,2,13,5,620.64,1
93,823,3,2,1,1,480.79,1
93,287,3,2,1,1,432.22,1
93,977,4,2,24,2,609.38,1
93,203,3,1,24,2,508.24,1
93,944,1,2,15,4,547.44,1
93,98,3,2,15,4,474.16,1
93,414,2,2,1,1,84.85,1
93,229,1,2,1,1,772.96,1
93,978,5,2,27,2,235.72,1
93,118,1,2,27,2,47.89,1
93,666,2,2,1,1,549.44,1
93,979,2,2,1,1,1034.18,1
93,8,5,2,4,4,80.01,1
93,161,3,2,4,4,203.8,1
93,754,4,2,21,12,167.34,1
93,135,2,1,21,12,66.62,1
93,273,2,2,16,8,374.24,1
93,199,2,2,16,8,334.61,1
93,196,4,1,7,5,1020.08,1
93,199,2,2,7,5,192.64,1
93,427,2,2,27,2,126.39,1
93,191,3,2,27,2,825.89,1
94,980,3,1,19,9,330.44,1
94,688,3,1,19,9,3563.64,1
94,385,1,2,18,10,174.09,1
94,372,2,2,18,10,100.38,1
94,981,U,3,1,1,371.84,1
94,207,5,2,1,1,209.55,1
94,982,0,2,12,4,855.01,1
94,205,4,2,12,4,244.47,1
94,442,2,1,27,2,396.02,1
94,213,2,2,27,2,243.98,1
94,983,3,1,1,1,263.2,1
94,779,2,2,1,1,20.77,1
94,764,3,1,19,9,482.06,1
94,984,2,2,19,9,313.2,1
94,269,2,1,24,2,417.46,1
94,585,6,1,24,2,27.47,1
94,117,2,2,19,9,245.32,1
94,342,4,1,19,9,4792.07,1
94,842,1,2,1,1,40.16,1
94,823,3,2,1,1,33.07,1
94,979,2,2,1,1,565.24,1
94,985,6,2,1,1,470.36,1
94,275,1,2,1,1,723.24,1
94,986,2,1,1,1,315.44,1
94,98,3,2,1,1,718.03,1
94,947,3,2,1,1,84.14,1
94,803,2,2,4,4,516.97,1
94,207,5,2,4,4,101.95,1
94,987,2,2,1,1,647.33,1
94,253,4,2,1,1,505.79,1
94,200,2,2,4,4,414.87,1
94,145,3,2,4,4,321.59,1
94,8,5,2,27,2,405.42,1
94,64,3,2,27,2,156.25,1
94,414,2,2,26,2,104.91,1
94,93,2,2,26,2,298.63,1
94,638,4,2,1,1,432.68,1
94,19,6,2,1,1,426.21,1
94,988,6,1,4,4,407.28,1
94,592,2,1,4,4,13.75,1
95,597,2,2,5,4,494.1,1
95,852,3,2,5,4,433.71,1
95,989,5,1,9,6,330.5,1
95,606,1,1,9,6,512.51,1
95,453,2,1,1,1,154.72,1
95,207,5,2,1,1,179.99,1
95,990,2,2,21,12,40.97,1
95,970,4,2,21,12,17.78,1
95,991,2,2,27,2,759.41,1
95,427,2,2,27,2,43.46,1
95,773,4,2,1,1,416.41,1
95,283,2,2,1,1,94.68,1
95,992,3,2,4,4,544.6,1
95,743,5,2,4,4,53.99,1
95,671,4,2,4,4,148.87,1
95,852,3,2,4,4,430.85,1
95,208,2,2,27,2,69.77,1
95,708,2,1,27,2,514.91,1
95,8,5,2,3,3,203.08,1
95,115,4,2,3,3,150.78,1
95,321,1,1,3,3,230.5,1
95,803,2,2,3,3,58.74,1
95,439,4,1,12,4,98.66,1
95,993,3,2,12,4,719.93,1
95,803,2,2,1,1,826.48,1
95,814,5,2,1,1,362.98,1
95,453,2,1,21,12,164.74,1
95,282,2,2,21,12,421.47,1
95,779,2,2,4,4,11.29,1
95,7,2,2,4,4,355.41,1
95,213,2,2,1,1,753.48,1
95,511,2,2,1,1,850.9,1
95,297,1,2,4,4,398.27,1
95,700,2,1,4,4,917.18,1
95,852,3,2,20,11,358.81,1
95,253,4,2,20,11,703.13,1
95,573,4,2,24,2,694.01,1
95,207,5,2,24,2,443.87,1
95,12,2,2,28,3,144.65,1
95,756,3,2,28,3,211.8,1
96,33,1,2,3,3,47.29,1
96,994,4,1,3,3,242.69,1
96,199,2,2,9,6,197.86,1
96,254,4,2,9,6,207.56,1
96,708,2,1,9,6,633.1,1
96,995,3,2,9,6,385.46,1
96,427,2,2,24,2,164.33,1
96,996,2,2,24,2,68.56,1
96,997,2,2,4,4,101.81,1
96,333,3,2,4,4,229.63,1
96,306,3,2,15,4,30.21,1
96,992,3,2,15,4,478.95,1
96,857,5,1,3,3,90.26,1
96,81,3,2,3,3,217.03,1
96,855,3,1,1,1,696.83,1
96,818,4,2,1,1,539.23,1
96,998,2,2,9,6,160.66,1
96,999,2,1,9,6,70.84,1
96,1000,4,2,11,8,299.79,1
96,988,6,1,11,8,402,1
96,1001,4,1,7,5,636.45,1
96,401,4,2,7,5,633.84,1
96,1002,2,1,1,1,95.9,1
96,401,4,2,1,1,292.22,1
96,1003,5,1,9,6,188.56,1
96,1004,2,2,9,6,28.69,1
96,597,2,2,12,4,713.89,1
96,439,4,1,12,4,453.47,1
96,345,2,2,6,3,300.59,1
96,89,1,2,6,3,43.2,1
96,98,3,2,3,3,22.31,1
96,511,2,2,3,3,111.21,1
96,8,5,2,5,4,543.24,1
96,306,3,2,5,4,628.88,1
96,439,4,1,3,3,156.45,1
96,915,2,1,3,3,115.99,1
96,76,3,2,19,9,4893.58,1
96,292,5,1,19,9,1736.84,1
96,115,4,2,4,4,478.36,1
96,597,2,2,4,4,590.54,1
97,1005,2,1,22,1,17.63,1
97,962,5,2,22,1,1013.69,1
97,194,3,2,28,3,52.96,1
97,608,3,1,28,3,186.1,1
97,205,4,2,7,5,591.34,1
97,1006,2,2,7,5,532.01,1
97,199,2,2,3,3,155.77,1
97,839,3,1,3,3,103.72,1
97,803,2,2,12,4,522.03,1
97,1007,2,2,12,4,172.46,1
97,694,2,2,15,4,118.62,1
97,784,2,2,15,4,336.32,1
97,277,5,1,4,4,329.12,1
97,237,0,2,4,4,308.69,1
97,149,2,1,4,4,712.66,1
97,1008,3,2,4,4,360.91,1
97,842,1,2,4,4,64.51,1
97,427,2,2,4,4,578.24,1
97,229,1,2,4,4,488.08,1
97,213,2,2,4,4,650.04,1
97,277,5,1,4,4,662.87,1
97,229,1,2,4,4,101.19,1
97,207,5,2,26,2,295.29,1
97,307,2,2,26,2,908.69,1
97,540,4,2,6,3,656.62,1
97,481,3,2,6,3,252.51,1
97,1009,4,1,19,9,538.27,1
97,734,3,2,19,9,1242.08,1
97,253,4,2,19,9,3972.42,1
97,1010,6,1,19,9,1850.62,1
97,1011,3,2,13,5,1029.88,1
97,439,4,1,13,5,424.08,1
97,581,4,1,4,4,176.07,1
97,158,3,2,4,4,230.14,1
97,344,4,2,17,3,116.72,1
97,688,3,1,17,3,0.04,1
97,919,1,2,1,1,992.03,1
97,1012,5,1,1,1,648.77,1
97,277,5,1,1,1,149.35,1
97,396,2,2,1,1,733.75,1
98,1013,3,2,27,2,90.85,1
98,1014,1,2,27,2,269.25,1
98,934,1,1,1,1,584.81,1
98,229,1,2,1,1,45.16,1
98,26,4,1,12,4,76.25,1
98,427,2,2,12,4,133.36,1
98,578,3,2,7,5,436.01,1
98,394,2,2,7,5,498.37,1
98,414,2,2,4,4,261.84,1
98,688,3,1,4,4,147.95,1
98,648,3,1,4,4,198.47,1
98,311,4,2,4,4,726.5,1
98,268,2,2,22,1,105.49,1
98,755,3,2,22,1,261.64,1
98,474,2,2,1,1,492.21,1
98,135,2,1,1,1,62.11,1
98,282,2,2,4,4,631.14,1
98,668,3,2,4,4,805.74,1
98,475,1,1,7,5,1260.94,1
98,979,2,2,7,5,81.77,1
98,120,2,1,1,1,275.7,1
98,1015,2,2,1,1,770.87,1
98,207,5,2,29,4,696.9,1
98,171,5,2,29,4,29.13,1
98,264,6,2,16,8,296.66,1
98,80,3,1,16,8,369.74,1
98,98,3,2,13,5,243.79,1
98,764,3,1,13,5,0.19,1
98,1016,3,1,3,3,108.75,1
98,414,2,2,3,3,171.65,1
98,980,3,1,1,1,221.84,1
98,597,2,2,1,1,1251.33,1
98,997,2,2,10,7,149.65,1
98,633,2,1,10,7,12.1,1
98,264,6,2,16,8,360.65,1
98,344,4,2,16,8,240.44,1
98,737,5,2,4,4,584.54,1
98,852,3,2,4,4,313.31,1
98,461,3,1,1,1,945.29,1
98,803,2,2,1,1,558.52,1
99,53,4,2,4,4,437.42,1
99,1017,3,2,4,4,574.86,1
99,36,3,2,6,3,466.37,1
99,1018,2,1,6,3,100.72,1
99,359,5,1,4,4,846.67,1
99,919,1,2,4,4,350.71,1
99,356,5,1,12,4,398.27,1
99,207,5,2,12,4,0.42,1
99,1019,4,1,19,9,869.23,1
99,345,2,2,19,9,3605.97,1
99,8,5,2,2,2,592.04,1
99,688,3,1,2,2,267.29,1
99,64,3,2,3,3,31.44,1
